priority,overall_score,company,city,state,biz_type,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,is_food,prem_score,fit_score,acc_score,under_score,website,phone,notes
HIGH,4.1,Six Mile Chop House - Tavern,Lawrence,Kansas,bar/brewery,20,70,,1,$20K+,No,No,Yes,5,2.5,5,3.0,http://www.6milechophouse.com,'+1 785-856-6453,MO/KS territory
HIGH,4.1,Piropos Restaurant,Kansas City,Missouri,full-service restaurant,12,54,13906000,1,$20K+,No,Yes,Yes,5,3.5,4,3.0,http://www.piroposkc.com,'+1 816-741-3600,"KC metro; $13,906,000 rev"
HIGH,4.1,The Stanley Historic Event Space,Lee's Summit,Missouri,full-service restaurant,11,50,,1,$20K+,No,Yes,No,5,2.5,5,3.0,http://www.thestanleyeventspace.com,'+1 816-600-2065,KC metro
HIGH,4.0,Metabolic Meals LLC,St. Louis,Missouri,food manufacturing,31,54,4025000,1,$20K+,No,No,Yes,5,2.5,5,2.5,http://www.mymetabolicmeals.com,'+1 855-355-6325,"MO/KS territory; $4,025,000 rev"
HIGH,4.0,Latitude 39,Kansas City,Missouri,bar/brewery,18,63,,1,$20K+,No,Yes,Yes,5,3.0,4,3.0,,'+1 804-226-4300,KC metro
HIGH,4.0,Connection Point Church,Raytown,Missouri,food/bev general,46,92,,4,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.connectionpoint.tv,'+1 816-353-1994,KC metro; 4 locations
HIGH,4.0,Nell Hill's,Kansas City,Missouri,food/bev general,31,62,,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.nellhills.com,'+1 816-746-4320,KC metro
HIGH,4.0,"Interactive Design, Inc.",Lenexa,Kansas,food/bev general,31,62,27926000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.interactivedesign.com,'+1 913-492-0495,"KC metro; $27,926,000 rev"
HIGH,4.0,Advanced Sports & Family Chiropractic & Acupuncture,Overland Park,Kansas,food/bev general,34,68,7252000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.asfca.com,'+1 816-425-7015,"KC metro; $7,252,000 rev"
HIGH,4.0,New Growth,Appleton City,Missouri,food/bev general,25,50,,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.newgrowthmo.org,'+1 417-282-5936,MO/KS territory
HIGH,4.0,WorkForge,Kansas City,Missouri,food manufacturing,37,65,,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.workforge.com,'+1 816-744-5565,KC metro
HIGH,4.0,"Crosswind Industries, Inc.",Parkville,Missouri,food/bev general,29,58,25000000,1,$20K+,No,Yes,Yes,5,2.5,4,3.5,,'+1 816-891-7979,"KC metro; $25,000,000 rev"
HIGH,4.0,Katie's Pizza,Clayton,Missouri,food/bev general,48,96,,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.johngehrig.ch,'+1 312-725-6466,MO/KS territory
HIGH,4.0,Hammons Black Walnuts,Stockton,Missouri,food/bev general,24,48,20000000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.black-walnuts.com,'+1 417-276-5181,"MO/KS territory; $20,000,000 rev"
HIGH,4.0,JFS of Greater Kansas City (Jewish Family Services),Overland Park,Kansas,food/bev general,30,60,35272000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.jfskc.org,'+1 913-327-8250,"KC metro; $35,272,000 rev"
HIGH,4.0,Commercial Baking,Kansas City,Missouri,bakery/cafe,18,45,,1,$10K-$20K,No,Yes,Yes,4.0,4.0,4,4.0,http://www.commercialbaking.com,,KC metro
HIGH,4.0,Shayashone,Cameron,Missouri,food/bev general,39,78,,1,$20K+,No,No,Yes,5,2.5,5,2.5,http://www.shayashone.com,'+251 93 000 0563,MO/KS territory
HIGH,4.0,SAFE Bar Network,Kansas City,Missouri,bar/brewery,11,38,,1,$10K-$20K,No,Yes,Yes,4.5,3.0,5,3.0,http://www.safebarnetwork.org,'+1 816-237-8628,KC metro
HIGH,4.0,Northland Shepherd's Center,Kansas City,Missouri,bakery/cafe,14,35,,1,$10K-$20K,No,Yes,Yes,4.0,3.5,5,3.5,http://www.northlandsc.org,'+1 816-452-4536,KC metro
HIGH,4.0,Glory Days Pizza,Topeka,Kansas,full-service restaurant,28,126,17659000,1,$20K+,No,No,Yes,5,3.0,4,3.0,http://www.glorydayspizza.com,'+1 785-266-0373,"MO/KS territory; $17,659,000 rev"
HIGH,4.0,Kansas City Catering,Kansas City,Kansas,catering/food truck,11,22,,1,$5K-$10K,No,Yes,Yes,3.5,4.0,5,4.0,http://www.kansascitycatering.com,'+1 913-831-0764,KC metro
HIGH,4.0,BCI,Sabetha,Kansas,food/bev general,30,60,20000000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.bachelorcontrols.com,'+1 785-284-3482,"MO/KS territory; $20,000,000 rev"
HIGH,4.0,Central Bag Company,Leavenworth,Kansas,food/bev general,45,90,,1,$20K+,No,No,Yes,5,2.5,5,2.5,http://www.centralbagcompany.com,'+1 913-250-0325,MO/KS territory
HIGH,4.0,Captain's Sports Lounge,Lee's Summit,Missouri,bar/brewery,29,102,,1,$20K+,No,Yes,Yes,5,3.0,4,3.0,http://www.captainskc.com,,KC metro
HIGH,4.0,Aladdin Hotel and Spa,Kansas City,Missouri,food/bev general,39,78,23072000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.hialaddin.com,'+1 816-421-8888,"KC metro; $23,072,000 rev"
HIGH,4.0,Burg & Barrel,Overland Park,Kansas,bar/brewery,35,122,,1,$20K+,No,Yes,Yes,5,3.5,4,2.5,http://www.burgandbarrel.com,,KC metro
HIGH,4.0,Grand Mere Restaurant Group,Overland Park,Kansas,full-service restaurant,51,230,,1,$20K+,No,Yes,Yes,5,3.5,5,1.5,http://www.gmrestaurantgroup.com,'+1 913-383-8177,KC metro
HIGH,4.0,TK Architects International,Kansas City,Missouri,food/bev general,45,90,48086000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.tkarch.com,'+1 816-842-7552,"KC metro; $48,086,000 rev"
HIGH,4.0,Flint Oak,Fall River,Kansas,food/bev general,15,30,13912000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.flintoak.com,'+1 620-658-4401,"MO/KS territory; $13,912,000 rev"
HIGH,4.0,Brookridge Golf Club,Overland Park,Kansas,full-service restaurant,50,225,1043000,1,$20K+,No,Yes,Yes,5,3.5,5,1.5,http://www.brookridgegolfclub.com,'+1 913-648-1600,"KC metro; $1,043,000 rev"
HIGH,4.0,Unicorn Theatre,Kansas City,Missouri,bar/brewery,14,49,12012000,1,$20K+,No,Yes,No,5,2.0,5,3.0,http://www.unicorntheatre.org,'+1 816-531-7529,"KC metro; $12,012,000 rev"
HIGH,4.0,"Wolf Construction, Inc.",Topeka,Kansas,food/bev general,47,94,9131000,1,$20K+,No,No,Yes,5,2.5,5,2.5,http://www.wolfks.com,'+1 888-508-9653,"MO/KS territory; $9,131,000 rev"
HIGH,4.0,Gunter Pest & Lawn,Kansas City,Missouri,other/non-food,14,21,1596000,5,$20K+,No,Yes,No,5,1.5,5,3.5,http://www.gunterpest.com,'+1 816-444-2847,"KC metro; $1,596,000 rev; 5 locations"
HIGH,4.0,Look East,Gladstone,Missouri,food/bev general,35,70,5300000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.lookeast.com,'+1 816-880-0204,"KC metro; $5,300,000 rev"
HIGH,4.0,23RD STREET BREWERY,Lawrence,Kansas,bar/brewery,49,172,3054000,1,$20K+,No,No,Yes,5,2.5,5,2.5,http://www.brew23.com,'+1 785-856-2337,"MO/KS territory; $3,054,000 rev"
HIGH,4.0,ReHope,Harrisonville,Missouri,food/bev general,25,50,,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.rehope.org,'+1 816-865-1808,MO/KS territory
HIGH,4.0,Il Lazzarone,Saint Joseph,Missouri,full-service restaurant,14,63,,1,$20K+,No,No,No,5,2.0,5,3.0,http://www.illazzarone.org,'+1 816-541-3695,MO/KS territory
HIGH,4.0,American Royal Association,Kansas City,Missouri,food/bev general,48,96,6301000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.americanroyal.com,'+1 816-221-9800,"KC metro; $6,301,000 rev"
HIGH,4.0,"SCD Probiotics, LLC",Kansas City,Missouri,food/bev general,34,68,12000000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.scdprobiotics.com,'+1 913-541-9299,"KC metro; $12,000,000 rev"
HIGH,4.0,Agriculture Future of America,Kansas City,Missouri,food/bev general,45,90,3900000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.agfuture.org,'+1 816-472-4232,"KC metro; $3,900,000 rev"
HIGH,4.0,Europa A Cafe,Kansas City,Missouri,bakery/cafe,24,60,,7,$20K+,No,Yes,Yes,5,3.5,3,3.5,,'+1 212-869-9830,KC metro; 7 locations
HIGH,4.0,BOBS GRILL,Pittsburg,Kansas,full-service restaurant,28,126,,1,$20K+,No,No,No,5,2.0,5,3.0,http://www.bobsgrill.org,'+1 620-232-9738,MO/KS territory
HIGH,4.0,New Frontier Technologies,Overland Park,Kansas,food/bev general,41,82,13704000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.newfrontiertech.com,'+1 816-842-0786,"KC metro; $13,704,000 rev"
HIGH,4.0,RAOULS,Shawnee,Kansas,bar/brewery,21,74,18729000,1,$20K+,No,Yes,No,5,2.0,5,3.0,http://www.raouls.com,'+1 212-966-3518,"KC metro; $18,729,000 rev"
HIGH,4.0,Worldwide Beverage Group,Lenexa,Kansas,food/bev general,21,42,,1,$10K-$20K,No,Yes,Yes,4.5,3.0,5,3.0,http://www.worldwidebeveragegroup.com,'+1 913-859-9925,KC metro
HIGH,4.0,Portia's Cafe,Kansas City,Missouri,bakery/cafe,11,28,,1,$10K-$20K,No,Yes,Yes,4.0,3.5,5,3.5,http://www.portiascafe.com,'+1 614-928-3252,KC metro
HIGH,4.0,Custom Trailer Pros,Overland Park,Kansas,catering/food truck,11,22,,1,$5K-$10K,No,Yes,Yes,3.5,4.0,5,4.0,http://www.customtrailerpros.com,'+1 800-859-5405,KC metro
HIGH,4.0,Bombay Canada,Kansas City,Kansas,bar/brewery,14,49,,1,$10K-$20K,No,Yes,Yes,4.5,3.5,4,3.5,http://www.bombay.com,,KC metro
HIGH,4.0,"Humphrey, Farrington & McClain, P.C.",Independence,Missouri,food/bev general,39,78,12591000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.hfmlegal.com,'+1 888-353-0491,"KC metro; $12,591,000 rev"
HIGH,4.0,Strawberry Hill Baking Company,Merriam,Kansas,bakery/cafe,15,38,4256000,1,$10K-$20K,No,Yes,Yes,4.0,4.0,4,4.0,http://www.strawberryhill.com,'+1 800-631-1002,"KC metro; $4,256,000 rev"
HIGH,4.0,Sunflower Foundation,Topeka,Kansas,food/bev general,17,34,6491000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.sunflowerfoundation.org,'+1 785-232-3000,"MO/KS territory; $6,491,000 rev"
HIGH,4.0,Missouri State Fair,Sedalia,Missouri,food/bev general,28,56,,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.mostatefair.com,'+1 660-530-5600,MO/KS territory
HIGH,4.0,Barlow Truck Lines Inc,Faucett,Missouri,food/bev general,44,88,32072000,1,$20K+,No,No,Yes,5,2.5,5,2.5,http://www.barlowtruckline.com,'+1 816-238-3373,"MO/KS territory; $32,072,000 rev"
HIGH,4.0,"Prairie Paws Animal Shelter, Inc.",Ottawa,Kansas,food/bev general,12,24,19512000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.prairiepaws.org,'+1 785-242-2967,"MO/KS territory; $19,512,000 rev"
HIGH,4.0,Kansas City Girls Preparatory Academy,Kansas City,Missouri,food/bev general,33,66,,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.kcgpa.org,'+1 816-268-2573,KC metro
HIGH,4.0,Woods Chapel Church,Lee's Summit,Missouri,food/bev general,36,72,,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.woodschapelchurch.org,'+1 816-795-8848,KC metro
HIGH,4.0,Fifth & Emery Frozen Yogurt and Chocolate,Kansas City,Missouri,bakery/cafe,19,48,,1,$10K-$20K,No,Yes,Yes,4.0,3.5,5,3.5,http://www.fifthandemerykc.com,'+1 816-800-4100,KC metro
HIGH,4.0,InnovaPrep LLC,Drexel,Missouri,food/bev general,24,48,13431000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.innovaprep.com,'+1 816-619-3374,"MO/KS territory; $13,431,000 rev"
HIGH,4.0,Mother Earth News magazine,Topeka,Kansas,food/bev general,23,46,30243000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.motherearthnews.com,'+1 785-274-4300,"MO/KS territory; $30,243,000 rev"
HIGH,4.0,"American Pest Management, Inc.",Manhattan,Kansas,food/bev general,40,80,4174000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.americanpestonline.com,'+1 800-748-8287,"MO/KS territory; $4,174,000 rev"
HIGH,4.0,"Camcorp, Inc.",Lenexa,Kansas,food manufacturing,41,72,11200000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.camcorpinc.com,'+1 913-831-0740,"KC metro; $11,200,000 rev"
HIGH,4.0,Huckleberry's,Trenton,Missouri,full-service restaurant,20,90,12769000,1,$20K+,No,No,Yes,5,3.0,4,3.0,,'+1 660-359-5745,"MO/KS territory; $12,769,000 rev"
HIGH,4.0,Popculture Gourmet Popcorn,Parkville,Missouri,catering/food truck,11,22,,1,$5K-$10K,No,Yes,Yes,3.5,4.0,5,4.0,http://www.popculturekc.com,'+1 816-819-1140,KC metro
HIGH,4.0,"Kansas City Sausage Company, LLC",Kansas City,Missouri,food/bev general,32,64,16000000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.kcsausageco.com,'+1 816-891-9600,"KC metro; $16,000,000 rev"
HIGH,4.0,"Green Dot Bioplastics, Inc.",Emporia,Kansas,food/bev general,14,28,5000000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.greendotbioplastics.com,'+1 620-273-8919,"MO/KS territory; $5,000,000 rev"
HIGH,4.0,Build WyCo,Kansas City,Kansas,food/bev general,38,76,,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.buildwyco.org,'+1 913-342-7580,KC metro
HIGH,4.0,Second Harvest Community Food Bank,Saint Joseph,Missouri,food/bev general,20,40,5575000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.shcfb.org,'+1 816-364-3663,"MO/KS territory; $5,575,000 rev"
HIGH,4.0,Noble Hospitality,Kansas City,Missouri,food/bev general,36,72,17341000,1,$20K+,No,Yes,Yes,5,2.5,5,2.5,http://www.noblehospitality.com,'+1 785-539-3800,"KC metro; $17,341,000 rev"
HIGH,4.0,Plaza Catering,Overland Park,Kansas,bar/brewery,14,49,429000,1,$10K-$20K,No,Yes,Yes,4.0,3.5,5,3.5,http://www.plazacatering.com,'+1 913-383-8800,"KC metro; $429,000 rev"
HIGH,4.0,McCoy's Public House and Brew Kitchen,Kansas City,Missouri,bar/brewery,25,88,,1,$20K+,No,Yes,Yes,5,3.0,4,3.0,,'+1 816-931-7141,KC metro
HIGH,4.0,Johnson County Community Health Services,Warrensburg,Missouri,food/bev general,23,46,19811000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.johnsoncountyhealth.org,'+1 660-747-6121,"MO/KS territory; $19,811,000 rev"
HIGH,4.0,Space Perspective,Warrensburg,Missouri,food/bev general,24,48,7000000,1,$20K+,No,No,Yes,5,2.0,5,3.0,http://www.spaceperspective.com,'+1 321-985-3018,"MO/KS territory; $7,000,000 rev"
HIGH,4.0,Set’em Up Jacks,Lawrence,Kansas,full-service restaurant,17,76,,1,$20K+,No,No,No,5,2.0,5,3.0,http://www.setemupjacks.com,'+1 785-832-2030,MO/KS territory
HIGH,4.0,The Brewtop Pub & Patio,Kansas City,Missouri,bar/brewery,28,98,,1,$20K+,No,Yes,No,5,2.0,5,3.0,http://www.thebrewtop.com,'+1 816-584-9292,KC metro
HIGH,4.0,1900 BARKER BAKERY AND CAFE LLC,Lawrence,Kansas,bakery/cafe,12,30,,1,$10K-$20K,No,No,Yes,4.0,3.0,5,4.0,http://www.1900barker.com,'+1 785-424-7609,MO/KS territory
HIGH,4.0,SALINE COUNTY HEALTH DEPARTMENT,Marshall,Missouri,catering/food truck,30,60,,1,$20K+,No,No,Yes,5,3.0,4,3.0,http://www.salinecountyhealthdepartment.com,'+1 660-886-3434,MO/KS territory
HIGH,4.0,Marina 27 Steak & Seafood,Lake Lotawana,Missouri,full-service restaurant,15,68,,1,$20K+,No,No,Yes,5,3.0,4,3.0,http://www.marina27.com,'+1 816-578-4400,MO/KS territory
HIGH,4.0,Crows coffee,Kansas City,Missouri,bakery/cafe,12,30,3936000,1,$10K-$20K,No,Yes,Yes,4.0,3.5,5,3.5,http://www.crowscoffee.com,'+1 816-912-2703,"KC metro; $3,936,000 rev"
MEDIUM,3.9,Riverside Red- X,Riverside,Missouri,food/bev general,18,36,16637000,2,$20K+,No,Yes,Yes,5,2.5,4,3.0,http://www.riversideredx.com,'+1 816-741-3377,"KC metro; $16,637,000 rev; 2 locations"
MEDIUM,3.9,ECKAN,Ottawa,Kansas,food/bev general,35,70,5226000,1,$20K+,No,No,Yes,5,2.0,5,2.5,http://www.eckan.org,'+1 785-242-7450,"MO/KS territory; $5,226,000 rev"
MEDIUM,3.9,Boss Cafe,Clinton,Missouri,bakery/cafe,12,30,,1,$10K-$20K,No,No,Yes,4.0,3.0,5,3.5,http://www.bosscaffe.com,'+381 24 551111,MO/KS territory
MEDIUM,3.9,Test Smartly Labs Testing Centers,Overland Park,Kansas,food/bev general,21,42,,1,$10K-$20K,No,Yes,Yes,4.5,2.5,5,3.0,http://www.testsmartlylabs.com,'+1 816-777-2977,KC metro
MEDIUM,3.9,RevLogical,Liberty,Missouri,food/bev general,34,68,,1,$20K+,No,Yes,Yes,5,3.0,4,2.5,http://www.revlogical.com,,KC metro
MEDIUM,3.9,El Cerro Grande,Liberty,Missouri,full-service restaurant,27,122,,1,$20K+,No,Yes,No,5,2.5,4,3.0,,'+1 910-793-0035,KC metro
MEDIUM,3.9,Helping Hands Humane Society,Topeka,Kansas,food/bev general,31,62,,1,$20K+,No,No,Yes,5,2.0,5,2.5,http://www.topekahumaneshelter.org,'+1 785-233-7325,MO/KS territory
MEDIUM,3.9,KMDI Inc. MicroLite!,Kansas City,Kansas,other/non-food,29,44,10689000,1,$20K+,No,Yes,No,5,1.5,5,3.0,http://www.kmdi.net,'+1 913-281-4200,"KC metro; $10,689,000 rev"
MEDIUM,3.9,Hi Boy Drive In,Independence,Missouri,food/bev general,13,26,13679000,2,$20K+,No,Yes,Yes,5,2.5,4,3.0,http://www.hiboydrivein.com,'+1 816-350-2120,"KC metro; $13,679,000 rev; 2 locations"
MEDIUM,3.9,Jani-King of the Midwest,Lenexa,Kansas,full-service restaurant,19,86,,1,$20K+,No,Yes,Yes,5,3.5,3,3.0,,,KC metro
MEDIUM,3.9,BERKS Group,Kansas City,Missouri,food/bev general,20,40,,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.5,http://www.berksgroup.com,'+1 816-271-8508,KC metro
MEDIUM,3.9,Modern Catering,Mission,Kansas,food/bev general,11,22,15885000,1,$20K+,No,Yes,Yes,5,2.5,4,3.0,http://www.modernartcatering.com,'+1 626-818-0414,"KC metro; $15,885,000 rev"
MEDIUM,3.9,Saints Pub + Patio,Shawnee,Kansas,bar/brewery,32,112,10000000,1,$20K+,No,Yes,No,5,2.0,5,2.5,http://www.saintspub.com,'+1 913-600-2977,"KC metro; $10,000,000 rev"
MEDIUM,3.9,Reliable Mechanical Services,Kearney,Missouri,food/bev general,19,38,,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.5,http://www.rms-kc.com,'+1 816-903-7674,KC metro
MEDIUM,3.9,"HERITAGE ELECTRIC, LLC",Olathe,Kansas,other/non-food,20,30,13807000,1,$20K+,No,Yes,No,5,2.0,4,3.5,http://www.heritage-electric.com,,"KC metro; $13,807,000 rev"
MEDIUM,3.9,Spokes Cafe | Cyclery,Kansas City,Missouri,bar/brewery,13,46,,1,$10K-$20K,No,Yes,Yes,4.5,3.5,4,3.0,http://www.spokeskc.com,,KC metro
MEDIUM,3.9,"HinzJJ, LLC",Overland Park,Kansas,full-service restaurant,14,63,,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.hinzjj.com,,KC metro
MEDIUM,3.9,SOS Pest Control,Kansas City,Missouri,food/bev general,20,40,15004000,1,$20K+,No,Yes,Yes,5,2.5,4,3.0,http://www.soskc.com,'+1 816-471-5733,"KC metro; $15,004,000 rev"
MEDIUM,3.9,Ralcorp University,Excelsior Springs,Missouri,food/bev general,28,56,,1,$20K+,No,Yes,Yes,5,2.5,4,3.0,http://www.ralcorpuniversity.com,,KC metro
MEDIUM,3.9,"Reliable Caps, LLC",Olathe,Kansas,food/bev general,19,38,,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.5,http://www.reliablecaps.com,'+1 913-764-2277,KC metro
MEDIUM,3.9,KC Kitchen & Pizzeria,Kansas City,Missouri,full-service restaurant,12,54,,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.kckitchenpizza.com,'+1 816-599-4533,KC metro
MEDIUM,3.9,Social House Entertainment,Overland Park,Kansas,food/bev general,44,88,,1,$20K+,No,Yes,Yes,5,3.0,4,2.5,http://www.socialhouseentertainment.com,,KC metro
MEDIUM,3.9,Longboards,Mission,Kansas,full-service restaurant,28,126,,1,$20K+,No,Yes,No,5,2.5,4,3.0,,'+1 913-236-2523,KC metro
MEDIUM,3.9,RADIUS BREWING COMPANY LLC,Emporia,Kansas,bar/brewery,20,70,,1,$20K+,No,No,No,5,1.5,5,3.0,http://www.radiusbrewing.com,'+1 620-208-4677,MO/KS territory
MEDIUM,3.9,Fun House Pizza,Lee's Summit,Missouri,full-service restaurant,13,58,9100000,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.funhousepizza.com,'+1 816-254-8000,"KC metro; $9,100,000 rev"
MEDIUM,3.9,Andre's Confiserie Suisse,Kansas City,Missouri,bar/brewery,12,42,2043000,2,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.5,http://www.andreschocolates.com,'+1 816-561-3440,"KC metro; $2,043,000 rev; 2 locations"
MEDIUM,3.9,RedStone Logistics,Olathe,Kansas,food/bev general,50,100,3402000,1,$20K+,No,Yes,Yes,5,3.0,5,1.5,http://www.redstonelogistics.com,'+1 888-733-5030,"KC metro; $3,402,000 rev"
MEDIUM,3.9,"Roll Products, Inc.",Saint Marys,Kansas,other/non-food,16,24,10000000,1,$20K+,No,No,No,5,1,5,3.5,http://www.rollproducts.com,'+1 785-437-6000,"MO/KS territory; $10,000,000 rev"
MEDIUM,3.9,Beer Kitchen,Kansas City,Missouri,full-service restaurant,17,76,24209000,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.beerkitchenkc.com,'+1 816-389-4180,"KC metro; $24,209,000 rev"
MEDIUM,3.9,"EDA, Inc.",Lee's Summit,Missouri,food manufacturing,29,51,,1,$20K+,No,Yes,Yes,5,2.5,4,3.0,http://www.edainc.io,,KC metro
MEDIUM,3.9,BANJOS CAFE,Topeka,Kansas,bakery/cafe,16,40,,1,$10K-$20K,No,No,Yes,4.0,3.0,5,3.5,http://www.banjoscafe.com,'+1 785-862-1406,MO/KS territory
MEDIUM,3.9,Dogtown Pizza,St. Louis,Missouri,bakery/cafe,16,40,,1,$10K-$20K,No,No,Yes,4.0,3.0,5,3.5,http://www.dogtownpizza.com,'+1 314-802-7001,MO/KS territory
MEDIUM,3.9,Jose Pepper's Restaurant Group,Overland Park,Kansas,full-service restaurant,14,63,35524000,1,$20K+,No,Yes,Yes,5,3.5,3,3.0,,,"KC metro; $35,524,000 rev"
MEDIUM,3.9,Kansas City Country Club Plaza Marriott,Kansas City,Missouri,full-service restaurant,14,63,,1,$20K+,No,Yes,Yes,5,3.5,3,3.0,,,KC metro
MEDIUM,3.9,Department of Grain and Food Science (K-State),Manhattan,Kansas,bakery/cafe,13,32,,1,$10K-$20K,No,No,Yes,4.0,3.0,5,3.5,http://grains.k-state.edu,'+1 785-532-2535,MO/KS territory
MEDIUM,3.9,Pack3000,Kansas City,Kansas,food/bev general,30,60,,1,$20K+,No,Yes,Yes,5,3.0,4,2.5,http://www.pack3000.com,,KC metro
MEDIUM,3.9,Joy Coffee,Independence,Missouri,bakery/cafe,15,38,,1,$10K-$20K,No,Yes,Yes,4.0,3.5,4,4.0,http://www.dishubbelawan.com,,KC metro
MEDIUM,3.9,Culinary Virtue,Kansas City,Missouri,bar/brewery,12,42,,1,$10K-$20K,No,Yes,Yes,4.0,3.5,5,3.0,http://www.culinaryvirtue.com,'+1 816-931-7141,KC metro
MEDIUM,3.9,Johnny's BBQ,Mission,Kansas,full-service restaurant,27,122,,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.johnnysbbqkc.com,'+1 913-432-0777,KC metro
MEDIUM,3.9,"PAPA MURPHY'S FRANCHISEE ASSOCIATION, INC.",Mission,Kansas,full-service restaurant,14,63,,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.papaowners.com,,KC metro
MEDIUM,3.9,Faulkner's Ranch Event Venue,Kansas City,Missouri,food/bev general,13,26,2748000,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.5,http://www.faulknersranch.com,'+1 816-761-5055,"KC metro; $2,748,000 rev"
MEDIUM,3.9,Bluestem Bistro,Manhattan,Kansas,bar/brewery,14,49,938000,1,$10K-$20K,No,No,Yes,4.0,3.0,5,3.5,http://www.bluestembistro.com,'+1 785-587-8888,"MO/KS territory; $938,000 rev"
MEDIUM,3.9,A. Arnold Moving,Olathe,Kansas,food/bev general,21,42,,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.5,http://www.aakcmoving.com,'+1 913-829-8267,KC metro
MEDIUM,3.9,Bally’s Kansas City Casino,Kansas City,Missouri,bar/brewery,31,108,,1,$20K+,No,Yes,Yes,5,3.0,4,2.5,,'+1 816-855-7777,KC metro
MEDIUM,3.9,Panasonic Connect North America Professional Services,Leawood,Kansas,food/bev general,36,72,,1,$20K+,No,Yes,Yes,5,3.0,4,2.5,,'+1 913-685-8855,KC metro
MEDIUM,3.9,The Point Bar & Grill,Kansas City,Missouri,bar/brewery,36,126,,1,$20K+,No,Yes,Yes,5,3.0,4,2.5,http://www.thepointkc.com,,KC metro
MEDIUM,3.9,Fritz's Railroad Restaurant,Shawnee,Kansas,full-service restaurant,19,86,11209000,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.fritzskc.com,'+1 913-375-1000,"KC metro; $11,209,000 rev"
MEDIUM,3.9,Genghis Khan,Kansas City,Missouri,full-service restaurant,11,50,,1,$20K+,No,Yes,No,5,2.5,4,3.0,http://www.genghiskhankc.com,,KC metro
MEDIUM,3.8,Food Industry Sanitation Auditors,Olathe,Kansas,food manufacturing,26,46,,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.0,http://www.fisaconsulting.com,'+1 800-477-4432,KC metro
MEDIUM,3.8,Bulldog Bar & Grill,Kansas City,Missouri,bar/brewery,14,49,13529000,1,$20K+,No,Yes,No,5,2.0,4,3.0,http://www.kcbulldog.com,'+1 816-421-4799,"KC metro; $13,529,000 rev"
MEDIUM,3.8,MGM Marketing Inc.,Olathe,Kansas,food/bev general,15,30,,1,$10K-$20K,No,Yes,Yes,4.0,3.0,5,3.0,http://www.mgmbusinesspartners.com,'+1 800-214-7788,KC metro
