priority,overall_score,tier,company,city,state,segment,apollo_emp,est_actual_staff,revenue,num_locations,est_premium,likely_asian,in_kc_metro,prem_score,fit_score,acc_score,under_score,website,phone,notes
MEDIUM,3.7,Tier 1 — Big Bet,Ron Construction LLC,Peculiar,Missouri,Construction,6,15,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.ronconstructionllc.com,'+1 816-761-1122,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,Roeser Homes,Lenexa,Kansas,Construction,7,17,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.roeserhomes.com,'+1 913-220-7477,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,CIRX 360 Logistics,St. Louis,Missouri,Transport/Logistics,3,3,,,$15K-$30K,False,False,3,3.5,5,4.0,http://www.cirx360.com,'+1 314-521-6000,Subtype: fleet_and_warehouse
MEDIUM,3.7,Tier 1 — Big Bet,SuperTransport,Pleasant Hill,Missouri,Transport/Logistics,7,8,,,$15K-$30K,False,True,3,4.0,5,3.5,http://www.mysupertransport.com,'+1 833-337-8737,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,All States Home Improvement,Wichita,Kansas,Construction,17,42,,,$15K-$30K,False,False,4,3.5,4,3.0,http://www.allstateshomeimprovement.com,,Subtype: gc_with_subs
MEDIUM,3.7,Tier 1 — Big Bet,Vertex Construction,Kansas City,Missouri,Construction,6,15,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.vertexkc.com,'+1 913-433-0198,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,Victor Construction,Overland Park,Kansas,Construction,8,20,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.victorconstructionkc.com,'+1 913-428-0437,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,Burns Boys Co Inc,Kansas City,Kansas,Construction,9,22,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.burnsboysco.com,'+1 913-788-8654,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,Remodel Moore,Kansas City,Missouri,Construction,7,17,,1.0,$10K-$20K,False,True,3,4.0,5,3.5,http://www.remodelmoore.com,'+1 816-721-2529,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,"Reinhardt Construction, LLC.",Columbia,Missouri,Construction,17,42,,,$15K-$30K,False,False,4,3.5,4,3.0,http://www.reinhardtconstructionllc.com,,Subtype: gc_with_subs
MEDIUM,3.7,Tier 1 — Big Bet,Endeavor Home Performance,Overland Park,Kansas,Construction,6,15,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.endeavorhp.com,'+1 913-303-9282,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,RES Contracting & Mechanical,Warrensburg,Missouri,Construction,8,20,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.res.contractors,'+1 816-600-4416,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,"RICHARDSON BROTHERS CONSTRUCTION, INC.",Hutchinson,Kansas,Construction,5,12,,,$10K-$20K,False,False,3,3.5,5,4.0,http://www.richardson-bros.com,'+1 620-665-7000,Subtype: gc_with_subs
MEDIUM,3.7,Tier 1 — Big Bet,RS Electric Construction (dba RSE Construction),Kansas City,Missouri,Construction,6,15,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.rselectricconstruction.com,'+1 816-842-3343,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,CTJ Logistics,Richmond Heights,Missouri,Transport/Logistics,3,3,,,$15K-$30K,False,False,3,3.5,5,4.0,http://www.ctj-llc.com,'+1 314-724-7553,Subtype: fleet_and_warehouse
MEDIUM,3.7,Tier 1 — Big Bet,Wheat State Companies Inc,Overland Park,Kansas,Transport/Logistics,7,8,,,$15K-$30K,False,True,3,4.0,5,3.5,http://www.teamwsi.com,'+1 913-229-3600,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,Accessibility Remodeling,Overland Park,Kansas,Construction,8,20,,,$10K-$20K,False,True,3,4.0,5,3.5,http://www.accessibilityremodeling.com,'+1 913-831-4444,Subtype: gc_with_subs; KC metro
MEDIUM,3.7,Tier 1 — Big Bet,Wellerman Transportation,Saint Louis,Missouri,Transport/Logistics,5,6,,,$15K-$30K,False,False,3,3.5,5,4.0,http://www.wellermantransportation.com,'+1 314-494-7519,Subtype: fleet_and_warehouse
MEDIUM,3.7,Tier 1 — Big Bet,A & D Mechanical Services LLC,Springfield,Missouri,Construction,5,8,,,$8K-$15K,False,False,3,3.5,5,4.0,http://www.admechanical.com,'+1 417-866-8257,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,StorCo Storage,O'Fallon,Missouri,Transport/Logistics,8,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.storco.com,'+1 636-385-6182,Subtype: warehouse_only
MEDIUM,3.6,Tier 1 — Big Bet,Radius Renovation Group,Nixa,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.radiusrenovationgroup.com,'+1 417-730-9777,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Thiessen Design + Construction,Topeka,Kansas,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.tdesigncompany.com,'+1 785-220-8707,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Maurer Construction LLC,St. Louis,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.buildmaurer.com,'+1 314-366-0213,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,RainTight Decks & RT Construction,O'Fallon,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.buildrt.com,'+1 636-357-8385,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"McManus Construction, Inc",Saint Louis,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.mcmanusconstructioninc.com,'+1 314-939-1632,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"Electro Express, LLC",Arnold,Missouri,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.electroexpressllc.com,'+1 314-735-5595,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,Anzac Developments,St. Louis,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.anzacdevelopments.com,'+1 314-217-3407,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Mac Con Company,Cape Girardeau,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.macconco.com,'+1 573-651-0323,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Warren County Electric,Washington,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.warrencountyelectric.com,'+1 636-433-2033,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Prestige Custom Homes,Town and Country,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.prestigech.com,'+1 314-997-2300,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Eoff & Associates,Springfield,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.eoffandassociates.com,'+1 417-863-8880,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Premier Climate Control,Sedalia,Missouri,Construction,6,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.premierclimatecontrol.com,'+1 660-460-5999,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,Cross Logistics LLC,Chesterfield,Missouri,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.crosslogisticsllc.com,'+1 636-778-0443,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,Janss Lumber Company LLC,Springfield,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.jansslumber.com,'+1 417-866-4361,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"CSC Construction Group, LLC",Sedalia,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.cscllcmo.com,'+1 660-530-9730,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Brouster Construction,Saint Louis,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.brousterconstruction.com,'+1 314-795-4862,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Rubicon Corporation,Kirkwood,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.rubiconinc.net,'+1 314-565-8961,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Integrity Development and Construction,Springfield,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.integritydevelopment.net,'+1 417-234-1191,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,GOODRICH MARITIME PVT. LTD,Belleville,Kansas,Transport/Logistics,550,687,,,$40K-$80K+,False,False,5,2.5,4,1.5,http://www.goodrich.co,,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,GRUPO TLA LOGISTICS,Coffeyville,Kansas,Transport/Logistics,750,937,,,$40K-$80K+,False,False,5,2.5,4,1.5,http://www.grupotla.com,,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,HaulerHub,Hazelwood,Missouri,Transport/Logistics,6,7,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.haulerhub.com,'+1 833-624-7365,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,BRK Electrical Contractors LLC,Bridgeton,Missouri,Manufacturing,9,11,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.brk-electric.com,'+1 314-785-0078,Subtype: general_mfg
MEDIUM,3.6,Tier 1 — Big Bet,The Shower Company,Kansas City,Missouri,Construction,5,8,,,$8K-$15K,False,True,3,4.0,4,4.0,http://www.theshowerco.com,,Subtype: artisan_trade; KC metro
MEDIUM,3.6,Tier 1 — Big Bet,IMG: International Motorcoach Group,Wichita,Kansas,Transport/Logistics,6,7,157000.0,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.imgcoach.com,'+1 888-447-3466,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,Tough Enough Construction,St. Louis,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.toughenoughconstruct.com,'+1 314-569-9474,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,MSI Constructors,Springfield,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.msiconstructors.com,'+1 417-881-0903,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Eagan Building Group - A Better Way to Build,Washington,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.buildwitheagan.com,'+1 636-390-3220,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,SES Construction,Fulton,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.sesconstruction.com,'+1 573-220-9538,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Masonry Institute Of St. Louis,St. Louis,Missouri,Construction,6,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.masonrystl.org,'+1 314-645-5888,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,Echelon Constructors,St. Louis,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.echelon810.com,'+1 636-549-5040,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"Randy Long Trucking, LLC",Wakarusa,Kansas,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.longtruckingks.com,'+1 785-478-3100,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,Kodiak Heating & AC,Saint Louis,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.kodiakheating.com,'+1 403-327-5604,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Pernikoff Construction Company,St. Louis,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.pernikoff.com,'+1 314-991-4525,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"Brighton Electric, LLC",Kirkwood,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.brightonelectricstl.com,'+1 314-478-8484,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Nexus Dispatching LLC,Harrisonville,Missouri,Transport/Logistics,4,5,,,$15K-$30K,False,True,3,4.0,4,4.0,http://www.nexusdispatching.com,,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.6,Tier 1 — Big Bet,J.E. Foster Building Company,St. Louis,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.jefoster.com,'+1 314-842-3300,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Aarow Building,Columbia,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.aarowbuilding.com,'+1 573-474-4496,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,CMS Homes LLC,Moscow Mills,Missouri,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.cmshomesllc.com,'+1 636-462-3500,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"JAE's Electric, LLC",Salina,Kansas,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.jaeselectric.com,'+1 785-404-6533,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,MMC Fencing & Railing,Springfield,Missouri,Construction,7,12,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.mmcfencingandrailing.com,'+1 866-931-5002,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,"Tri-State Building & Supply Co., Inc.",Pittsburg,Kansas,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.tristatebuilding.net,'+1 620-231-5260,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Multicon Inc.,Wichita,Kansas,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.multicon.build,'+1 316-440-0830,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Hambey Construction LLC,Springfield,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.hambeyconstruction.com,'+1 417-988-0206,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,MISSOURI FLOOR COMPANY INC.,Maryland Heights,Missouri,Construction,7,12,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.mofloor.com,'+1 314-432-2260,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,"Dyllan Construction, Inc.",Riverside,Missouri,Construction,9,22,,1.0,$10K-$20K,False,False,3,3.5,5,3.5,http://www.dyllankc.com,'+1 816-505-1077,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Girard Homes LLC,Columbia,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.girardluxuryhomes.com,'+1 573-825-5200,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"Oak Street Logistics, LLC",Kansas City,Missouri,Transport/Logistics,5,6,,,$15K-$30K,False,True,3,4.0,4,4.0,http://www.oakstreet-logistics.net,,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.6,Tier 1 — Big Bet,DSS Building Group,Bridgeton,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.dssbuildinggroup.com,'+1 314-736-1076,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,D&R Building Group,St. Louis,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.dandrbuildinggroup.net,'+1 314-450-7017,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"Courtney Construction, LLC",Mountain Grove,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.courtneyconstructionllc.net,'+1 417-926-1479,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Bernskoetter Construction,Jefferson City,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.bernskoetterconstruction.com,'+1 573-746-2648,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Baxter Gardens West,Saint Paul,Missouri,Construction,6,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.baxtergardenswest.com,'+1 636-978-1661,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,"BOZICH Construction, Inc.",St. Louis,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.bozichconstruction.com,'+1 314-210-9336,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Kueker's Nursery & Landscaping/ Pool & Spa,Perryville,Missouri,Construction,7,12,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.kuekerslandscape.com,'+1 573-547-7635,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,Standard Iron & Steel Co.,Webb City,Missouri,Construction,6,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.standardironusa.com,'+1 417-673-2444,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,NextGen Remodeling LLC,Roeland Park,Kansas,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.nextgenkc.com,'+1 913-777-4701,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Motor Transport Alliance,Webster Groves,Missouri,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.motortransportalliance.com,'+1 855-314-8222,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,"Midwest Electrical Construction, Inc.",Topeka,Kansas,Construction,8,20,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.mecinc.biz,'+1 785-215-8902,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Midway Logistics LLC,Wichita,Kansas,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.midwaylogisticsllc.com,'+1 316-260-5074,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,"DaVeer Electrical & Mechanical Contracting, Inc.",Pacific,Missouri,Construction,6,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.daveer.com,'+1 314-973-4030,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,"Show Me Industrial Services, Inc.",St. Louis,Missouri,Construction,6,10,,,$8K-$15K,False,False,3,3.5,5,3.5,http://www.showmeindustrialservices.com,'+1 314-890-8030,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,"Lucas Commercial Flooring Group, Inc.",North Kansas City,Missouri,Construction,4,7,,,$8K-$15K,False,True,3,4.0,4,4.0,http://www.lucasflooringkc.com,,Subtype: artisan_trade; KC metro
MEDIUM,3.6,Tier 1 — Big Bet,Walrus Oil,Ozark,Missouri,Manufacturing,9,11,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.walrusoil.com,'+1 417-773-9919,Subtype: food_mfg
MEDIUM,3.6,Tier 1 — Big Bet,LayneCo Construction Services,O'Fallon,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.lcsconstruct.com,'+1 636-294-6245,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Kilian Electrical Service / Kilian Power,Wichita,Kansas,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.kilianelectric.com,'+1 316-942-4600,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,S and S Nationwide LLC,Jefferson City,Missouri,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.sandsnationwide.com,'+1 573-392-5582,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,Lumen Link,Lenexa,Kansas,Manufacturing,5,6,,,$10K-$20K,False,True,3,4.0,4,4.0,http://www.lumen-link.com,,Subtype: general_mfg; KC metro
MEDIUM,3.6,Tier 1 — Big Bet,"MERRILL INDUSTRIAL ELECTRIC CO., LLC",Independence,Missouri,Manufacturing,5,6,,,$10K-$20K,False,True,3,4.0,4,4.0,http://www.merrillelec.com,,Subtype: metal_mfg; KC metro
MEDIUM,3.6,Tier 1 — Big Bet,"Matheny Heating and Cooling, Inc.",St. Louis,Missouri,Manufacturing,8,10,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.mathenyheatcool.com,'+1 314-727-9000,Subtype: metal_mfg
MEDIUM,3.6,Tier 1 — Big Bet,"Mohan Construction, Inc.",Topeka,Kansas,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.mohanconstruction.com,'+1 785-233-1615,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,KC Truck and Equipment Sales,Bates City,Missouri,Transport/Logistics,6,7,,,$15K-$30K,False,False,3,3.5,5,3.5,http://www.kcequipmentsales.com,'+1 816-526-7041,Subtype: fleet_and_warehouse
MEDIUM,3.6,Tier 1 — Big Bet,Schneider Building Group,O'Fallon,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.builtbyschneider.com,'+1 636-240-0930,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,Patriot Heat & Air LLC,Hollister,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.patriotmo.com,'+1 417-320-6444,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,"TNT CABLE CONTRACTORS, INC.",Sedalia,Missouri,Construction,56,98,,,$20K-$40K,False,False,5,2.5,3,2.5,http://www.tntcablecontractors.com,,Subtype: artisan_trade
MEDIUM,3.6,Tier 1 — Big Bet,"Conway Contracting, Inc.",St. Louis,Missouri,Construction,6,15,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.conwaycontracting.com,'+1 314-534-6500,Subtype: gc_with_subs
MEDIUM,3.6,Tier 1 — Big Bet,DuraCon Construction,Wichita,Kansas,Construction,7,17,,,$10K-$20K,False,False,3,3.5,5,3.5,http://www.duraconllc.com,'+1 316-932-3335,Subtype: gc_with_subs
MEDIUM,3.5,Tier 1 — Big Bet,Seller Shipping,Topeka,Kansas,Transport/Logistics,3,3,,,$15K-$30K,False,False,3,3.5,4,4.0,http://www.sellershipping.co,,Subtype: fleet_and_warehouse
MEDIUM,3.5,Tier 1 — Big Bet,Freight MLS,Wichita,Kansas,Transport/Logistics,3,3,,,$15K-$30K,False,False,3,3.5,4,4.0,http://www.freightmls.com,,Subtype: fleet_and_warehouse
MEDIUM,3.5,Tier 1 — Big Bet,Martin T. Rucker Development,Kansas City,Missouri,Construction,6,10,,,$8K-$15K,False,True,3,4.0,4,3.5,http://www.mtruckerdevelopment.com,,Subtype: artisan_trade; KC metro
MEDIUM,3.5,Tier 1 — Big Bet,Dynamic Dedicated LLC,Lawrence,Kansas,Transport/Logistics,4,5,,,$15K-$30K,False,False,3,3.5,4,4.0,http://www.dynamicdedicated.com,,Subtype: fleet_and_warehouse
MEDIUM,3.5,Tier 1 — Big Bet,Hale's Mechanical,Liberty,Missouri,Manufacturing,6,7,,,$10K-$20K,False,True,3,4.0,4,3.5,http://www.halesmechanical.com,,Subtype: general_mfg; KC metro
MEDIUM,3.5,Tier 1 — Big Bet,Intrapac SARL,St. Louis,Missouri,Manufacturing,5,6,,,$10K-$20K,False,False,3,3.5,4,4.0,http://www.intrapaclb.com,,Subtype: food_mfg
MEDIUM,3.5,Tier 1 — Big Bet,NXTLVL Driveaway,Overland Park,Kansas,Transport/Logistics,6,7,,,$15K-$30K,False,True,3,4.0,4,3.5,http://www.nxtlvldriveaway.com,'+1 913-428-0661,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.5,Tier 1 — Big Bet,Atteberry Homes,Olathe,Kansas,Construction,7,17,,,$10K-$20K,False,True,3,4.0,4,3.5,http://www.atteberryhomes.com,'+1 913-991-3000,Subtype: gc_with_subs; KC metro
MEDIUM,3.5,Tier 1 — Big Bet,Freight Concepts Inc.,Kansas City,Missouri,Transport/Logistics,6,7,,,$15K-$30K,False,True,3,4.0,4,3.5,http://www.freight-concepts.com,'+1 913-371-6070,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.5,Tier 1 — Big Bet,Refab St. Louis,Saint Louis,Missouri,Construction,4,7,,,$8K-$15K,False,False,3,3.5,4,4.0,http://www.refabstl.org,'+1 314-357-1392,Subtype: artisan_trade
MEDIUM,3.5,Tier 1 — Big Bet,LT Solutions,Wichita,Kansas,Construction,5,8,,,$8K-$15K,False,False,3,3.5,4,4.0,http://www.getltsolutions.com,,Subtype: artisan_trade
MEDIUM,3.5,Tier 1 — Big Bet,GAGE MACHINE TOOL LLC,Lenexa,Kansas,Manufacturing,9,11,,,$10K-$20K,False,True,3,4.0,4,3.5,http://www.gagemachinetool.com,'+1 913-894-1233,Subtype: metal_mfg; KC metro
MEDIUM,3.5,Tier 1 — Big Bet,Portercraft Floors,West Plains,Missouri,Construction,4,7,,,$8K-$15K,False,False,3,3.5,4,4.0,http://www.portercraft.com,,Subtype: artisan_trade
MEDIUM,3.5,Tier 1 — Big Bet,Bold Lane Logistics,Fenton,Missouri,Transport/Logistics,3,3,,,$15K-$30K,False,False,3,3.5,4,4.0,http://www.boldlanelogistics.com,'+1 314-627-2579,Subtype: fleet_and_warehouse
MEDIUM,3.5,Tier 1 — Big Bet,HIT Trucking,Kansas City,Kansas,Transport/Logistics,6,7,,,$15K-$30K,False,True,3,4.0,4,3.5,http://www.hittrucking.com,'+1 913-281-4040,Subtype: fleet_and_warehouse; KC metro
MEDIUM,3.4,Tier 1 — Big Bet,True Build,Springfield,Missouri,Construction,9,22,,,$10K-$20K,False,False,3,3.5,4,3.5,http://www.true-bld.com,,Subtype: gc_with_subs
MEDIUM,3.4,Tier 1 — Big Bet,Crest Logistics,St. Louis,Missouri,Transport/Logistics,7,8,,,$15K-$30K,False,False,3,3.5,4,3.5,http://www.crestlogisticssolutions.com,'+1 832-449-8416,Subtype: fleet_and_warehouse
MEDIUM,3.4,Tier 1 — Big Bet,MCS Build,Brentwood,Missouri,Construction,7,17,,,$10K-$20K,False,False,3,3.5,4,3.5,http://www.mcsbuildstl.com,'+1 314-899-0810,Subtype: gc_with_subs
MEDIUM,3.4,Tier 1 — Big Bet,Counts Auto Body,Arnold,Missouri,Manufacturing,6,7,,1.0,$10K-$20K,False,False,3,3.5,4,3.5,http://www.countsautobody.com,'+1 636-296-9334,Subtype: chemical_mfg
